Iterations,VI avg moves,QL avg moves
5585,171.2,360
5590,245.6,282.5
5595,178.2,310
5600,152,262.7
5605,133.7,330
5610,231,252.5
5615,224.9,230
5620,116.8,230
5625,143.6,252.7
5630,216,275.2
5635,138.8,212.7
5640,155.6,290
5645,166.4,232.7
5650,177.1,320
5655,111.8,330
5660,158.7,252.7
5665,127.5,292.7
5670,145,242.5
5675,132.7,292.7
5680,173.3,220
5685,167.6,180
5690,198.5,382.5
5695,165.9,230
5700,94,292.7
5705,181,350
5710,209.6,300
5715,138.3,190
5720,218.5,222.5
5725,126.9,250
5730,122.8,340
5735,94.1,400
5740,111.8,202.7
5745,101.1,372.7
5750,189.8,252.5
5755,168.9,250
5760,128.7,280
5765,188,272.5
5770,196.4,230
5775,148.8,330
5780,205.7,250
5785,128,230
5790,155.5,392.7
5795,97.6,220
5800,126.8,172.7
5805,225.5,260
5810,194.3,402.7
5815,129.7,310
5820,122.9,330
5825,182.2,290
5830,138.5,162.7
5835,180.1,350
5840,125.6,230
5845,127.4,170
5850,168.2,272.7
5855,127.8,300
5860,143.9,260
5865,93.4,390
5870,141.8,362.7
5875,166.3,292.7
5880,130.8,192.7
5885,210.7,290
5890,186.3,260
5895,152.7,212.7
5900,152.6,330
5905,141.4,390
5910,216.3,280
5915,138.2,170
5920,120.6,320
5925,179.3,250
5930,194.3,300
5935,167.7,230
5940,126.7,252.7
5945,145.2,490
5950,180.4,252.7
5955,180.4,242.7
5960,104.2,192.7
5965,144.4,430
5970,162.3,280
5975,187.5,290
5980,168.8,190
5985,158.9,200
5990,131.6,282.7
5995,119.7,382.7
6000,197.8,350
6005,124.9,250
6010,192.7,290
6015,119.7,162.7
6020,120,290
6025,197.4,370
6030,128.9,200
6035,122.3,230
6040,178.2,280
6045,101.2,260
6050,110.7,262.7
6055,189.3,270
6060,156.3,292.7
6065,172,190
6070,163.7,250
6075,156,220
6080,118.4,222.7
6085,139.1,332.7
6090,134.8,290
6095,192,400
6100,115.3,240
6105,115.8,220
6110,104.5,282.7
6115,175.7,262.7
6120,194.9,292.7
6125,226,260
6130,132.7,372.7
6135,98.1,210
6140,98.7,380
6145,103.7,220
6150,136.4,332.7
6155,124.2,280
6160,144.7,290
6165,150,282.7
6170,144.2,160
6175,104.2,410
6180,121.1,220
6185,141.7,390
6190,84.2,270
6195,138.4,372.7
6200,134.8,420
6205,121.6,370
6210,185.8,362.7
6215,164.8,300
6220,76.7,250
6225,218.9,200
6230,149.3,290
6235,133.6,190
6240,129.9,382.7
6245,206.7,332.7
6250,173.2,420
6255,133.2,222.7
6260,248,340
6265,199.4,280
6270,127.8,402.7
6275,152.2,302.7
6280,167.4,250
6285,113.4,332.7
6290,141.7,420
6295,138.1,290
6300,273.1,370
6305,95.2,320
6310,150,360
6315,183.9,430
6320,191.9,340
6325,150.1,280
6330,124.6,250
6335,244.8,270
6340,142.3,252.7
6345,139.9,302.7
6350,143.2,360
6355,195.1,340
6360,188.8,260
6365,163.6,240
6370,212.3,280
6375,146.8,362.7
6380,174.4,230
6385,111.9,300
6390,224,252.7
6395,184.7,352.7
6400,126.2,430
6405,121.9,360
6410,158,232.7
6415,89.2,340
6420,118.1,380
6425,151.6,260
6430,150.7,250
6435,153.8,360
6440,221.2,262.7
6445,195.7,250
6450,230.3,290
6455,202.8,270
6460,85.7,230
6465,119.7,310
6470,161.6,380
6475,128.6,380
6480,130.3,370
6485,165.5,270
6490,123.5,380
6495,154.4,272.7
6500,121.6,280
6505,129,320
6510,197.7,280
6515,211.9,272.7
6520,143.7,220
6525,135.1,210
6530,148.7,280
6535,131,340
6540,188.5,310
6545,171.4,250
6550,75.9,302.7
6555,146.7,392.7
6560,120,252.7
6565,122.8,240
6570,146.4,300
6575,192.5,310
6580,151.7,272.7
6585,143.2,232.7
6590,132.6,380
6595,108.5,290
6600,177,230
6605,191.2,470
6610,167.2,200
6615,169.2,340
6620,156.5,320
6625,110.6,300
6630,115,242.7
6635,201.8,250
6640,109.1,250
6645,168.9,222.7
6650,197,200
6655,143.9,252.7
6660,114.3,290
6665,155.9,310
6670,156.6,330
6675,108.3,300
6680,160.5,272.7
6685,131.8,390
6690,151.5,240
6695,165.2,240
6700,98.2,320
6705,129.1,272.7
6710,137.1,410
6715,132.1,260
6720,197.8,340
6725,151.1,340
6730,152.2,210
6735,179.3,312.7
6740,107.4,300
6745,115.3,352.7
6750,181.3,350
6755,177.9,270
6760,153.2,280
6765,93,420
6770,207,380
6775,169.1,330
6780,176.6,342.7
6785,120.4,290
6790,118,360
6795,143.6,382.7
6800,133.9,270
6805,78.5,180
6810,117,380
6815,188.6,300
6820,185.8,220
